site,X,Y
C2N1037,26.48956,-26.02496
C2N1038,26.46194444,-26.00722222
C2N1039,26.60698,-25.99215
C2N1096,27.68222222,-26.20416667
C2N1097,27.83179,-26.31655
C2N1098,27.84503,-26.32478
C2N1110,25.96469,-26.91061
C2N1113,28.51805556,-26.13916667
C2N1114,28.52126,-26.14432
C2N1115,28.31404,-25.94456
C2N1119,26.87188,-26.66353
C2N1120,26.86885,-26.67044
C2N1121,26.84527778,-26.66888889
C2N1124,26.51388889,-26.85944444
C2N1126,26.87041,-26.26228
C2N1127,26.65333333,-26.09166667
C2N1129,26.53916667,-26.02472222
C2N1130,26.76408,-26.0273
C2N1131,26.82088,-26.10659
C2N1132,26.9006,-26.15948
C2N1133,26.50871,-26.85316
C2N1134,26.7225,-26.96836111
C2N1135,26.75794444,-26.97294444
C2N1136,26.97091667,-26.97091667
C2N1137,26.76052778,-26.97138889
C2N1140,26.78461111,-26.80027778
C2N1141,26.78638889,-26.80197222
C2N1142,26.87063889,-26.68569444
C2N1143,26.86927778,-26.68472222
C2N1144,26.86636111,-26.68247222
C2N1145,26.86430556,-26.68108333
C2N1146,26.87255556,-26.66672222
C2N1147,26.87416667,-26.66652778
C2N1148,26.87419444,-26.66658333
C2N1149,26.87419444,-26.66655556
C2N1150,26.87329,-26.65713
C2N1151,26.865,-26.27444444
C2N1153,26.51666667,-26.41666667
C2N1154,26.31673,-27.59498
C2N1155,26.54281,-27.60684
C2N1156,26.32473,-27.74706
C2N1157,26.3399,-27.6694
C2N1158,26.51669,-27.71024
C2N1159,26.61692,-27.62139
C2N1160,26.61231,-27.62538
C2N1161,26.51317,-27.75683
C2N1164,26.63722,-27.88273
C2N1165,26.3955,-27.7611
C2N1166,26.49362,-27.61584
C2N1167,26.7962,-27.9062
C2N1168,26.6982,-27.8252
C2N1169,26.7172,-27.78594
C2N1170,26.3766,-27.7543
C2N1171,26.6064,-27.6025
C2N1193,26.38424,-27.5373
C2N1194,26.52278,-27.54222
C2N1195,26.54281,-27.60684
C3N0004,26.04444,-26.11067
C3N0021,25.99539,-26.20083
C3N0028,25.96233,-26.14117
C3N0029,26.01833,-26.15783
C3N0030,26.03156,-26.17575
C3N0032,26.11892,-26.14572
C3N0035,26.23717,-26.12861
C3N0036,26.21608,-26.091
C3N0038,26.11956,-26.06425
C3N0050,24.64894444,-26.94497222
C3N0051,24.64916667,-26.94444444
C3N0053,24.66444444,-26.99722222
C3N0054,24.70088888,-26.97733333
C3N0055,24.7060555,-26.9863611
C3N0058,24.705,-26.96611111
C3N0060,24.69672222,-26.94419444
C3N0061,24.6962222,-26.944361
C3N0062,24.69669444,-26.94419444
C3N0063,24.7001111,-26.938472
C3N0064,24.70008333,-26.93844444
C3N0065,24.69163889,-26.93719444
C3N0067,24.69536111,-26.94969444
C3N0068,24.705,-26.95472222
C3N0069,24.69730556,-26.95555555
C3N0070,24.69572222,-26.94569444
C3N0071,24.68016667,-26.94702778
C3N0072,24.67463889,-26.93783333
C3N0073,24.70369444,-26.94383333
C3N0075,24.71797222,-26.95725
C3N0076,24.68652778,-26.91325
C3N0078,24.68580556,-26.92372222
C3N0079,24.68944444,-26.95275
C3N0081,24.68458333,-26.93102777
C3N0082,24.69130556,-26.9206944
C3N0084,26.16694444,-26.10083333
C3N0088,24.649666,-26.9550833
C3N0097,24.20794444,-26.90269444
C3N0098,24.21663889,-26.90436111
C3N0099,24.22336111,-26.89458333
C3N0106,24.24138889,-26.875
C3N0107,25.814,-26.53997222
C3N0500,26.04791666,-26.80919444
C3N0508,25.998444,-26.8136388
C3N0509,25.80277778,-26.53444444
C3N0511,24.71625,-26.96016667
C3N0512,24.73575,-26.96325
C3N0524,26.17,-26.18277778
C3N0525,26.17767,-26.18614
C3N0527,24.26081,-27.45192
C3N0530,24.286389,-27.445
C3N0544,26.29807,-26.02683
C3N0548,26.23153,-25.92168
C3N0549,26.32989,-25.83902
C3N0550,26.28993,-25.88742
C3N0551,26.42602,-25.91692
C3N0552,26.38436,-25.98865
C3N0553,26.39552,-26.04628
C3N0555,24.255472,-27.416889
C3N0556,24.23575,-27.436972
C3N0559,24.85694444,-26.54055556
C3N0560,24.91475,-26.61552778
C3N0561,24.14972222,-27.27222222
C3N0562,25.88305556,-26.09444444
C3N0563,25.88805556,-26.12638889
C3N0564,25.83444444,-26.11944444
C3N0605,24.77139,-27.97528
C3N0607,24.63027778,-28.05222222
C3N0608,24.78111111,-27.60833333
C3N0609,24.78083333,-27.61083333
C3N0620,23.539861,-27.55180556
C3N0621,23.54003,-27.55022
C3N0622,25.26277778,-27.05
C3N0623,24.89027778,-26.62777778
C3N0624,24.885,-26.62972222
C3N0633,25.42388889,-26.90027778
C3N0649,25.58638889,-26.55416667
C3N0650,25.57075,-26.61408
C3N0651,25.60586,-26.55203
C3N0652,26.10169,-26.02706
C3N0653,25.9325,-26.10308
C3N0655,25.19225,-26.65397
C3N0656,25.19225,-26.68997
C3N0657,25.76783,-26.73403
C3N0658,25.88894,-26.51333
C3N0659,25.70439,-26.64753
C3N0661,25.38292,-26.63111
C3N0662,25.38544,-26.62047
C3N0663,25.34794,-26.90658
C3N0664,25.31794,-26.69089
C3N0665,23.60394,-27.90092
C3N0666,23.75263,-28.01
C3N0668,25.61586,-26.62319
C5N0601,24.70777778,-29.16305556
C5N0612,25.55833333,-29.19805556
C5N0621,24.77527778,-28.78416667
C5N0622,24.7805,-28.78725
C5N0623,25.667,-28.8745
C5N0624,25.6613,-28.9099
C5N0625,25.9933,-29.28125
C5N0626,26.1231,-29.1743
C5N0627,25.7705,-29.2977
C5N0628,26.2213,-29.0068
C5N0639,25.4105,-29.1839
C5N0640,25.6961,-29.1569
C5N0641,25.4385,-29.1272
C5N0642,25.4298,-29.1184
C5N0643,25.3829,-29.1029
C5N0644,25.6126,-29.09
C7N0001,22.4641,-28.54388
C9N0002,24.89444444,-28.37583333
C9N0525,23.53722222,-28.17722222
C9N0526,23.53611111,-28.35888889
C9N0527,23.5325,-28.35583333
C9N0541,25.24305556,-28.53305556
C9N0543,24.52969,-28.5519
C9N0544,24.52944,-28.55144
C9N0545,24.52975,-28.54875
C9N0546,24.52958,-28.54894
C9N0548,23.57611,-28.19528
C9N0549,23.56622,-28.181667
C9N0550,23.56694444,-28.1825
C9N0551,23.54333333,-28.17555556
C9N0553,23.72083333,-28.80416667
C9N0554,24.0625,-28.70055556
C9N0555,24.06055556,-28.7
C9N0556,24.0425,-28.67527778
C9N0557,24.04805556,-28.69138889
C9N0558,24.77756,-28.73069
C9N0559,24.77539,-28.73428
C9N0560,24.77805556,-28.73416667
C9N0561,24.77666667,-28.73388889
C9N0562,24.77666667,-28.73333333
C9N0563,24.77666667,-28.73416667
C9N0564,24.77694444,-28.73194444
C9N0565,24.69916667,-28.74027778
C9N0566,24.69416667,-28.73333333
C9N0567,24.74,-28.74305556
C9N0569,24.75292,-28.71039
C9N0571,24.72714,-28.75022
C9N0572,24.83805556,-28.73388889
C9N0573,25.19555556,-28.33083333
C9N0574,25.19805556,-28.33444444
C9N0575,25.19777778,-28.33583333
C9N0576,25.20888889,-28.32666667
C9N0577,25.19,-28.26083333
C9N0578,25.18944444,-28.26083333
C9N0579,25.19055556,-28.26277778
C9N0580,25.17305556,-28.29833333
C9N0581,25.17055556,-28.27666667
C9N0582,25.27333333,-28.30138889
C9N0583,25.27916667,-28.30777778
C9N0584,25.24416667,-28.3275
C9N0585,25.24333333,-28.32916667
C9N0586,25.24333333,-28.33
C9N0587,25.26444444,-28.26305556
C9N0588,23.56611111,-28.1825
C9N0598,25.5916,-28.581
C9N0599,25.7531,-28.6859
C9N0600,25.4663,-28.6821
C9N0601,25.3697,-28.7178
C9N0602,24.84472222,-28.11333333
C9N0603,24.84611111,-28.1125
C9N0604,24.84555556,-28.11333333
C9N0606,24.855,-28.11269
C9N0612,24.84625,-28.11047222
C9N0613,24.84583333,-28.11136111
C9N0614,24.84491667,-28.11111111
C9N0615,24.85491667,-28.11269444
C9N0616,24.52961,-28.54881
D1N0011,27.04626,-31.38807
D1N0012,26.319,-30.9945
D1N0013,26.71514,-30.68981
D1N0014,26.319,-30.9945
D1N0015,27.37572,-30.52719
D1N0016,27.37572,-30.52719
D3N0547,24.68027778,-30.06805556
D3N0557,24.92972,-31.16248
D3N0560,24.39194444,-27.00388889
D3N0561,24.39191667,-27.00191667
D3N0562,24.39138889,-27.00166667
D3N0563,24.38444444,-27.00722222
D3N0564,24.38277778,-27.00555556
D3N0565,24.38583333,-27.08444444
D3N0566,24.39583333,-27.025
D3N0567,24.39583333,-27.025
D3N0568,24.3975,-27.0275
D3N0569,24.4,-27.01527778
D3N0570,25.80053,-30.77252
D3N0571,24.2891111,-31.14522222
D3N0572,24.43108333,-31.04980556
D3N0573,24.399,-31.07905556
D3N0574,24.36138889,-31.07758333
D3N0575,24.39913889,-31.10769444
D4N0017,25.9625,-25.92916667
D4N0037,25.92253,-25.982
D4N0039,25.91797,-25.91108
D4N0051,25.89106,-25.96344
D4N0053,25.89306,-25.90942
D4N0075,25.86256,-25.91853
D4N0080,25.86322,-25.92292
D4N0088,25.91666667,-26.07777778
D4N0092,25.972,-26.0357
D4N0094,25.97222222,-26.03555556
D4N0095,25.9723,-26.0346
D4N0101,25.816927,-25.9165367
D4N0102,25.82792,-25.91892
D4N0103,25.8443,-25.92333333
D4N0105,25.873694,-25.942278
D4N0108,25.88625,-25.90844
D4N0111,25.90861111,-25.97388889
D4N0113,25.88136,-25.90906
D4N0114,25.894369,-25.917919
D4N0115,25.87777778,-25.96305556
D4N0116,25.855,-26.00722222
D4N0117,25.84297,-25.966
D4N0119,25.91194444,-26.00861111
D4N0120,25.88475,-26.01425
D4N0123,25.97361111,-26.02805556
D4N0124,25.95,-25.95
D4N0126,25.98111111,-25.96422222
D4N0127,26.00305556,-25.87416667
D4N0128,25.97581,-25.941
D4N0129,25.97956,-25.91428
D4N0136,26.10169,-26.02706
D4N0137,25.84822,-25.8599
D4N0138,25.8408,-25.8052
D4N0139,26.08372,-25.95114
D4N0140,26.0912,-25.977
D4N0141,26.13483,-25.95958
D4N0142,26.17186,-25.89728
D4N0143,25.157321,-25.8922269
D4N0145,26.029,-25.894
D4N0146,26.01967,-25.88553
D4N0147,26.05733,-25.89425
D4N0148,26.04586,-25.87164
D4N0149,22.99083333,-27.73388889
D4N0172,23.00954081,-27.72043608
D4N0182,22.97953975,-27.76043356
D4N0183,23.00954083,-27.71043669
D4N0518,23.01166667,-27.67555556
D4N0521,25.35,-26.63305556
D4N0533,23.03954139,-27.79043194
D4N0543,23.00638889,-27.66444444
D4N0547,23.04083333,-27.71388889
D4N0548,23.03166667,-27.72527778
D4N0549,23.03444444,-27.72611111
D4N0551,23.03444444,-27.70944444
D4N0561,23.01916667,-27.71444444
D4N0594,22.98953983,-27.81043056
D4N0610,22.98694444,-27.80916667
D4N0629,23.05277778,-27.69611111
D4N0630,23.05138889,-27.69833333
D4N0660,25.3760556,-26.79966667
D4N0665,25.86414,-25.92525
D4N0670,23.06666667,-27.73777778
D4N0671,23.07388889,-27.74861111
D4N0682,23.0925,-27.74916667
D4N0686,25.98308,-25.86797
D4N0687,25.96578,-25.89281
D4N0688,25.96489,-25.86242
D4N0694,25.82194444,-25.935
D4N0697,25.86183,-25.91886
D4N0706,23.05027778,-27.71138889
D4N0720,23.08638889,-27.745
D4N0725,23.12222222,-27.73444444
D4N0730,23.07954311,-27.66043997
D4N0736,23.01954064,-27.83042944
D4N0823,25.83638889,-25.93138889
D4N0824,25.83555556,-25.93166667
D4N0825,25.83555556,-25.93194444
D4N0829,25.87817,-25.91328
D4N0830,25.88653,-25.90886
D4N0831,25.88303,-25.90944
D4N0832,25.97972222,-25.93527778
D4N0833,25.98472222,-25.93472222
D4N0834,25.99166667,-25.95638889
D4N0835,25.99194444,-25.95583333
D4N0836,25.9925,-25.95527778
D4N0838,25.99694444,-26.00888889
D4N0839,25.98361111,-26.00666667
D4N0840,25.98416667,-26.00638889
D4N0849,23.10055556,-27.69888889
D4N0850,25.8625,-25.91833333
D4N0851,25.86253,-25.91847
D4N0852,25.86125,-25.91894
D4N0854,25.86058,-25.91764
D4N0855,25.86078,-25.91728
D4N1214,23.05611111,-27.68888889
D4N1216,23.05314,-27.69311
D4N1316,23.00954058,-27.77043306
D4N1460,20.03134,-26.76166667
D4N1461,20.30946642,-26.77048544
D4N1462,20.02109,-26.77055556
D4N1464,20.00945758,-26.81048178
D4N1467,25.87653,-25.68253
D4N1468,25.8815,-25.5952
D4N1473,22.99222222,-27.8
D4N1474,22.99222222,-27.8
D4N1478,22.99194444,-27.8
D4N1482,22.99194444,-27.8
D4N1483,22.99222222,-27.8
D4N1485,22.99222222,-27.8
D4N1491,22.97944444,-27.71388889
D4N1492,22.96527778,-27.70472222
D4N1493,22.97361111,-27.69388889
D4N1494,22.97361111,-27.6975
D4N1499,22.96472222,-27.74472222
D4N1503,22.97361111,-27.68305556
D4N1504,23.48833333,-27.71361111
D4N1524,23.05305556,-27.68805556
D4N1526,23.0573,-27.686028
D4N1533,23.44027778,-27.47367
D4N1534,25.45547,-25.86081
D4N1535,25.0982,-25.7479
D4N1536,24.99061,-25.75156
D4N1538,23.28955306,-26.72049892
D4N1539,23.46486,-27.56053
D4N1540,23.45856,-27.52775
D4N1541,23.48166667,-27.57277778
D4N1544,23.6115,-27.73644
D4N1545,23.64778,-27.74594
D4N1546,23.68517,-27.75425
D4N1548,23.70417,-27.712
D4N1549,23.72575,-27.65036
D4N1550,23.72536,-27.64911
D4N1551,23.705,-27.59083333
D4N1553,23.68072,-27.55894
D4N1554,23.65055556,-27.56583333
D4N1555,23.57881,-27.62789
D4N1556,23.57053,-27.65944
D4N1557,23.54647,-27.82394
D4N1560,23.10555556,-27.71694444
D4N1562,23.09,-27.72444444
D4N1563,23.09138889,-27.73138889
D4N1564,23.08305556,-27.72277778
D4N1566,23.11861111,-27.69527778
D4N1567,23.10027778,-27.72138889
D4N1568,23.11888889,-27.69555556
D4N1569,23.08805556,-27.715
D4N1570,23.09666667,-27.71194444
D4N1571,23.08444444,-27.7225
D4N1572,23.10027778,-27.70916667
D4N1573,23.09805556,-27.70944444
D4N1574,22.94916667,-27.69805556
D4N1575,23.59916667,-27.59305556
D4N1576,23.59166667,-27.5925
D4N1580,23.464167,-27.448583
D4N1581,23.48955603,-27.45045414
D4N1582,23.45861111,-27.45583333
D4N1583,23.458056,-27.456167
D4N1584,23.45888889,-27.45666667
D4N1585,23.46225,-27.475111
D4N1586,20.035,-28.31166667
D4N1587,20.046118,-28.330111
D4N1588,20.04584,-28.329277
D4N1589,20.047785,-28.332611
D4N1590,20.076396,-28.360109
D4N1591,20.309458,-28.40038422
D4N1592,20.399461,-28.400386
D4N1593,20.329459,-28.46038069
D4N1594,20.309458,-28.49037956
D4N1595,20.319458,-28.500379
D4N1596,20.299458,-28.49037892
D4N1614,23.08361111,-27.72555556
D4N1616,23.09111111,-27.72388889
D4N1617,23.098111,-27.71163889
D4N1618,23.01166667,-27.79638889
D4N1619,23.4925,-27.85083333
D4N1620,23.49305556,-27.85083333
D4N1640,22.28694444,-27.5375
D4N1641,22.29305556,-27.535
D4N1642,22.28694444,-27.53416667
D4N1643,22.96833333,-27.74555556
D4N1644,22.29333333,-27.53416667
D4N1645,22.30222222,-27.5325
D4N1646,22.30833333,-27.53222222
D4N1647,22.31694444,-27.52805556
D4N1648,22.32361111,-27.52916667
D4N1650,25.93111111,-26.09555556
D4N1651,25.91611111,-26.08083333
D4N1652,25.68658,-26.08858
D4N1653,25.63822,-26.08464
D4N1654,25.60589,-26.13983
D4N1655,25.66425,-26.04586
D4N1657,25.76861111,-25.48972222
D4N1658,25.89583333,-25.51083333
D4N1659,25.8063,-25.4651
D4N1660,25.8074,-25.4643
D4N1662,25.821778,-25.467194
D4N1663,25.8081,-25.4639
D4N1664,26.01856,-26.04847
D4N1665,25.7698,-25.4774
D4N1666,25.88611111,-25.50305556
D4N1667,26.02747,-26.03122
D4N1668,25.87364,-25.94228
D4N1669,25.86569,-25.67469
D4N1671,24.116694,-26.7447787
D4N1672,24.114583,-26.745806
D4N1675,24.358944,-26.709389
D4N1676,24.312917,-26.619028
D4N1680,24.21325,-26.781056
D4N1681,24.03655556,-26.83833333
D4N1682,24.23961111,-26.78055556
D4N1683,24.24991667,-26.79419444
D4N1684,24.22483333,-26.96105556
D4N1685,24.201917,-26.806972
D4N1690,24.14638889,-26.79277778
D4N1694,24.202194,-26.955444
D4N1699,23.63694,-25.83167
D4N1700,23.63805,-25.83722
D4N1701,23.62028,-25.82389
D4N1702,23.61973,-25.8175
D4N1703,23.63695,-25.81278
D4N1704,23.61389,-25.83722
D4N1706,23.565,-25.86166667
D4N1708,23.54166667,-25.82638889
D4N1721,24.323444,-26.674139
D4N1737,24.231028,-26.830222
D4N1777,23.462111,-27.475083
D4N1779,23.48025,-27.407
D4N1788,23.40166667,-27.33333333
D4N1789,23.301667,-27.303306
D4N1790,23.415,-27.36194444
D4N1791,23.390611,-27.324389
D4N1792,23.4333333,-27.388139
D4N1793,23.36,-27.35628
D4N1794,23.468472,-27.399667
D4N1797,23.350861,-27.302389
D4N1799,23.341194,-27.305139
D4N1803,23.50777778,-27.42694444
D4N1804,23.50305556,-27.42583333
D4N1806,23.51777778,-27.39888889
D4N1811,23.56638889,-25.85027778
D4N1812,23.51944444,-25.84222222
D4N1813,23.59138889,-25.80638889
D4N1815,23.57694444,-25.79527778
D4N1817,23.56638889,-25.8275
D4N1822,22.8595405,-26.72049753
D4N1841,24.19222222,-26.81111111
D4N1860,24.08444444,-27.20555556
D4N1861,23.07361111,-27.69083333
D4N1862,23.56955756,-27.66044156
D4N1863,23.604631,-27.682639
D4N1865,23.527556,-27.39
D4N1866,23.525556,-27.393722
D4N1867,23.508556,-27.407389
D4N1868,23.467444,-27.396361
D4N1869,23.417222,-27.293222
D4N1870,23.389083,-27.329278
D4N1871,23.386861,-27.34
D4N1872,23.352111,-27.363806
D4N1873,23.343167,-27.36475
D4N1874,23.356528,-27.358611
D4N1875,23.398417,-27.35325
D4N1876,23.402222,-27.364778
D4N1877,23.597528,-27.395833
D4N1878,23.441861,-27.507472
D4N1879,23.48888889,-27.44638889
D4N1880,23.684083,-27.502028
D4N1881,23.436833,-27.461806
D4N1882,23.419667,-27.4695
D4N1883,23.396028,-27.451194
D4N1884,23.396139,-27.451417
D4N1885,23.46955536,-27.47045286
D4N1886,23.48955594,-27.47045292
D4N1888,23.89333,-27.36056
D4N1889,25.77192,-26.10361
D4N1890,25.77128,-26.10156
D4N1891,25.76683,-26.08494
D4N1892,24.89055556,-26.58944444
D4N1893,24.84963889,-26.52413889
D4N1894,23.472778,-27.483528
D4N1895,24.85613889,-26.53986111
D4N1935,20.67416,-26.94917
D4N1936,20.15556,-25.90278
D4N1937,20.38583,-28.42583
D4N1938,24.05336111,-26.80597222
D4N1939,24.020028,-26.827184
D4N1946,24.335,-26.76388889
D4N1952,24.030389,-26.949667
D4N1953,24.043667,-26.937194
D4N1954,24.31777778,-26.65172222
D4N1956,24.277361,-26.633167
D4N1957,24.31222222,-26.59763889
D4N1966,24.18525,-26.74275
D4N1967,24.19275,-26.779528
D4N1968,24.173028,-26.802389
D4N1969,24.17836111,-26.83833333
D4N1970,24.17833333,-26.85416667
D4N1977,24.25366667,-26.79608333
D4N1978,24.253583,-26.812667
D4N1981,24.38555556,-26.70416667
D4N1982,24.402778,-26.716694
D4N1983,24.323444,-26.709222
D4N1984,24.382778,-26.716528
D4N1988,24.306389,-26.503694
D4N1989,24.33028,-26.849389
D4N1991,24.18730596,-26.86216667
D4N1993,24.238111,-26.843806
D4N1996,24.05708333,-26.74894444
D4N1998,24.354083,-26.709528
D4N1999,24.240861,-26.915583
D4N2000,24.227778,-26.911722
D4N2001,24.25944444,-26.93333333
D4N2005,24.227778,-26.795528
D4N2008,24.22,-26.67916667
D4N2009,24.236833,-26.690444
D4N2013,24.21416667,-26.76666667
D4N2022,24.17719444,-26.91647222
D4N2024,24.16944444,-26.893028
D4N2027,23.0585,-27.682889
D4N2028,24.06583333,-27.20666667
D4N2029,25.70861,-26.90833
D4N2030,25.70833,-26.91139
D4N2031,25.755833,-26.910278
D4N2032,25.70888889,-26.91083333
D4N2034,25.60586,-26.55203
D4N2037,25.57075,-26.61408
D4N2038,25.58375,-26.604806
D4N2041,25.58781,-26.55467
D4N2050,25.564194,-26.768917
D4N2051,25.559889,-26.754167
D4N2055,25.565278,-26.768056
D4N2060,25.90825,-26.753806
D4N2068,25.849722,-26.677139
D4N2070,25.46375,-26.740972
D4N2073,25.798944,-26.740806
D4N2076,25.706083,-26.648833
D4N2079,25.70527778,-26.64833333
D4N2081,25.70805556,-26.5625
D4N2082,25.7075,-26.646667
D4N2084,25.88527778,-26.51416667
D4N2085,25.886389,-26.515
D4N2086,25.89055556,-26.5125
D4N2092,25.636722,-26.514306
D4N2097,25.634528,-26.514306
D4N2098,25.635722,-26.509778
D4N2100,25.59055556,-26.61444444
D4N2102,25.59908,-26.61289
D4N2105,25.61555556,-26.62277778
D4N2108,25.437778,-26.675278
D4N2111,25.35416667,-26.5825
D4N2113,25.389444,-26.595278
D4N2119,25.2675,-26.623611
D4N2125,25.409528,-26.558889
D4N2127,25.41027778,-26.55777778
D4N2131,25.410556,-26.55875
D4N2143,25.346861,-26.685278
D4N2164,25.51833333,-26.77305556
D4N2174,25.348333,-26.588333
D4N2175,25.570833,-26.614028
D4N2178,25.267667,-26.62333333
D4N2180,25.26916667,-26.62194444
D4N2182,25.26833333,-26.61972222
D4N2186,25.283694,-26.5485
D4N2187,25.39,-26.596111
D4N2189,25.390278,-26.596056
D4N2190,25.3905,-26.595278
D4N2195,25.345,-26.53638889
D4N2199,25.345667,-26.535778
D4N2203,25.18916667,-26.96833333
D4N2205,25.23194444,-26.84583333
D4N2211,25.516389,-26.766944
D4N2212,25.519083,-26.769778
D4N2225,25.455,-26.889444
D4N2233,25.45,-26.906111
D4N2237,25.39555556,-26.82916667
D4N2241,25.39833333,-26.83305556
D4N2250,25.347722,-26.906694
D4N2252,25.431944,-26.833056
D4N2254,25.28444444,-26.87527778
D4N2260,25.232833,-26.843833
D4N2264,25.232056,-26.846056
D4N2272,24.376444,-27.036222
D4N2273,24.375056,-27.030694
D4N2274,24.374139,-27.019722
D4N2277,24.371167,-26.827194
D4N2278,24.12611111,-26.73583333
D4N2279,24.435444,-27.028556
D4N2280,24.4405,-27.026139
D4N2281,24.437111,-27.023722
D4N2282,24.435444,-27.028556
D4N2283,24.30944444,-26.63222222
D4N2284,24.35805556,-26.72222222
D4N2285,24.380389,-27.038306
D4N2286,23.9625,-25.8743
D4N2287,23.9616,-25.8918
D4N2288,23.9625,-25.8997
D4N2289,23.8418,-25.9138
D4N2290,23.82339,-25.94431
D4N2291,23.8249,-25.9429
D4N2292,23.8236,-25.7755
D4N2293,23.77361111,-25.86861111
D4N2294,23.77277778,-25.86944444
D4N2295,23.8961,-25.925
D4N2296,24.14435,-25.67413
D4N2297,24.23915,-25.72107
D4N2298,24.2116,-25.8089
D4N2299,24.01898,-25.87751
D4N2300,24.01894,-25.87797
D4N2301,24.01904,-25.8767
D4N2302,24.04289,-25.93098
D4N2303,24.00722222,-25.89777778
D4N2304,24.00754,-25.89811
D4N2305,24.00768,-25.89818
D4N2308,24.01916667,-25.87666667
D4N2309,24.01944444,-25.87528
D4N2310,24.11333333,-25.88194444
D4N2311,24.2113,-25.8077
D4N2312,23.60361,-25.83777
D4N2313,23.57,-25.82638889
D4N2314,24.11524,-25.88143
D4N2315,24.09883,-25.84426
D4N2316,23.82593,-25.94892
D4N2317,23.92636,-25.92356
D4N2318,23.83861111,-25.85305556
D4N2319,23.92305556,-25.9275
D4N2320,23.839,-25.83446
D4N2321,23.92777778,-25.94305556
D4N2322,23.94156,-25.98289
D4N2323,23.80765,-25.79589
D4N2325,23.98417,-25.9725
D4N2326,23.98139,-25.97056
D4N2327,23.86833333,-25.99889
D4N2328,22.69277778,-28.30083333
D4N2330,20.20722,-26.51
D4N2331,20.21306,-26.67806
D4N2332,20.21222,-26.51278
D4N2343,23.97944444,-25.72583333
D4N2344,23.97806,-25.72278
D4N2369,22.89953769,-27.69043756
D4N2370,22.89953772,-27.68043817
D4N2371,22.90953772,-27.75043394
D4N2372,22.90825,-27.697028
D4N2373,22.90953769,-27.76043333
D4N2374,22.89953744,-27.75043389
D4N2375,22.89953744,-27.75043389
D4N2377,22.954222,-27.821222
D4N2378,23.46125,-27.362806
D4N2380,23.11954528,-27.42045481
D4N2381,23.472722,-27.483444
D4N2382,23.00777778,-27.66611111
D4N2383,23.05611111,-27.655
D4N2384,23.06954297,-27.61704433
D4N2385,23.064167,-27.673411
D4N2386,23.07527778,-27.67222222
D4N2387,22.95388889,-27.82083333
D4N2455,23.13305556,-27.26666667
D4N2457,23.12361111,-27.4325
D4N2458,23.367806,-27.422389
D4N2459,23.05666667,-27.68194444
D4N2460,23.24888889,-27.51305556
D4N2461,23.20666667,-27.50138889
D4N2462,23.11833333,-27.55305556
D4N2463,23.19861111,-27.58944444
D4N2464,23.28916667,-27.50305556
D4N2465,23.28055556,-27.52055556
D4N2466,23.32027778,-27.59
D4N2467,23.30777778,-27.70777778
D4N2468,23.35055556,-27.71555556
D4N2469,23.099543,-27.83042972
D4N2470,23.10805556,-27.8325
D4N2481,20.13722,-28.35806
D4N2482,20.19027,-28.34805
D4N2483,20.16723,-28.36167
D4N2484,20.17556,-28.3625
D4N2485,20.14416,-28.41333
D4N2487,20.105,-28.49555
D4N2488,23.3907,-25.538
D4N2489,23.8418,-25.9138
D4N2490,23.4753,-25.3146
D4N2491,23.0136,-25.8301
D4N2492,23.57583333,-25.85916667
D4N2493,23.65027778,-25.81694444
D4N2494,23.55083333,-25.81972222
D4N2496,26.16342,-25.88122
D4N2498,25.43039,-26.16617
D4N2499,25.47283,-26.16014
D4N2500,25.31056,-25.79917
D4N2501,25.27194,-25.79611
D4N2502,25.14111,-25.7575
D4N2503,25.13333,-25.76028
D4N2504,25.12917,-25.7625
D4N2505,25.84531,-25.66597
D4N2506,25.43053,-26.1655
D4N2514,25.95831,-25.61603
D4N2515,25.95817,-25.59944
D4N2516,25.96867,-25.60242
D4N2517,25.97367,-25.59964
D4N2518,25.97164,-25.60467
D4N2519,25.79628,-25.46344
D4N2520,25.77389,-25.56194
D4N2523,22.858798,-27.106171
D4N2524,22.861528,-27.110357
D4N2525,22.968167,-27.362405
D4N2526,22.98247,-27.33756
D4N2527,22.95906,-27.29972
D4N2528,22.84519,-27.13458
D4N2529,22.84331,-27.12494
D4N2537,23.42194,-27.498889
D4N2538,25.34081,-26.53464
D4N2539,25.34636,-26.53661
D4N2540,25.3465,-26.53644
D4N2541,24.09964,-27.21639
D4N2542,24.09836,-27.22006
D4N2543,24.097,-27.2215
D4N2544,24.09611,-27.21864
D4N2545,24.09883,-27.21386
D4N2548,22.92411,-27.79369
D4N2549,22.90883,-27.74875
D4N2551,23.18339,-27.40828
D4N2552,23.17992,-27.38619
D4N2553,23.13292,-29.35092
D4N2554,23.13747,-27.36408
D4N2555,23.06378,-27.38231
D4N2556,23.91972,-27.37508
D4N2558,23.14847,-27.3035
D4N2559,23.26683,-27.26683
D4N2560,23.06019,-27.20442
D4N2561,23.03528,-27.19583
D4N2562,23.82147,-27.18444
D4N2563,23.82147,-27.18444
D4N2564,22.71672,-27.13483
D4N2565,22.785,-26.97739
D4N2566,22.83833,-26.80669
D4N2567,22.90783,-27.19908
D4N2568,22.94019,-27.25341
D4N2571,23.45072,-25.565
D4N2572,23.4446,-25.5644
D4N2573,23.45315,-25.55754
D4N2576,23.50392,-25.53862
D4N2578,23.7174,-25.7139
