site,X,Y
G1N0459,18.11176,-33.04536
G1N0460,17.96659,-32.94875
G1N0461,17.96646,-32.94866
G1N0462,17.96641,-32.94891
G1N0463,17.96635,-32.9486
G1N0465,18.42237,-33.32812
G1N0466,18.41482,-33.3352
G1N0467,18.23583,-33.12417
G1N0468,18.14037,-32.94171
G1N0469,18.36365,-33.10101
G1N0470,18.49,-33.21194444
G1N0471,18.42239,-33.32841
G1N0472,19.12374,-33.91751
G1N0473,19.07173,-33.88155
G1N0474,19.05077,-33.88446
G1N0475,19.08011,-33.93872
G1N0476,18.38805556,-33.35694444
G1N0477,18.21235,-32.931967
G1N0478,19.03581,-33.74118
G1N0479,18.25967,-33.00523
G1N0481,18.33583333,-33.05722222
G1N0483,18.35092,-33.18842
G1N0484,18.35093,-33.18838
G1N0487,18.22055556,-32.925
G1N0488,18.18937,-32.98585
G1N0489,18.18916667,-32.98555556
G1N0490,19.08194,-33.93429
G1N0494,18.88623,-33.78682
G1N0495,18.2588,-33.41083
G1N0496,19.10242,-33.88497
G1N0497,19.11059,-33.88488
G1N0498,19.04423,-33.7454
G1N0499,19.0198,-33.9371
G1N0500,19.0493,-33.8466
G1N0501,19.07955,-33.81001
G1N0502,19.01813,-33.76862
G1N0503,19.01608,-33.80409
G1N0504,19.00974,-33.82892
G1N0506,18.3464,-33.02502
G1N0507,18.34761,-33.02503
G1N0508,18.3265,-33.05622
G1N0509,19.07258,-33.95688
G1N0510,19.07288,-33.95705
G1N0511,19.07258,-33.95733
G1N0512,18.28936,-33.20361
G1N0513,18.2503,-33.07631
G1N0514,18.26673,-33.01425
G1N0515,18.13191,-33.18599
G1N0516,18.1269,-33.19332
G1N0517,18.12709,-33.19372
G1N0518,18.14598,-33.18072
G1N0519,18.17528,-33.18417
G1N0520,18.82457,-33.35187
G1N0521,18.82455,-33.35187
G1N0522,18.81962,-33.35279
G1N0523,18.81973,-33.35284
G1N0524,18.81996,-33.34745
G1N0525,18.17729,-32.95055
G1N0526,18.81642,-33.34921
G1N0527,18.81642,-33.34921
G1N0528,18.81472,-33.34896
G1N0530,18.80592,-33.34023
G1N0531,18.80592,-33.34023
G1N0532,18.80619,-33.33972
G1N0533,18.80997,-33.25256
G1N0534,18.80806,-33.25757
G1N0535,18.80986,-33.25959
G1N0536,18.77325,-33.28504
G1N0537,18.77325,-33.28504
G1N0538,18.7552,-33.2797
G1N0540,18.85466,-33.19855
G1N0541,18.86041,-33.19636
G1N0542,18.86535,-33.19873
G1N0543,18.87108,-33.20425
G1N0544,18.86819,-33.20017
G1N0545,18.92896,-33.76989
G1N0546,19.11576,-33.90667
G1N0548,18.87706,-33.18139
G1N0550,18.85488,-33.19838
G1N0551,18.87805,-33.29367
G1N0552,18.82439,-33.35126
G1N0554,18.98472,-33.782502
G1N0555,18.4212,-33.4259
G2N0001,18.81514,-33.50595
G2N0101,18.3758,-33.57344
G2N0108,18.62082,-34.02465
G2N0116,18.62084,-34.02465
G2N0195,18.59904,-34.04818
G2N0203,18.59921,-34.0437
G2N0205,18.61833333,-34.04888889
G2N0206,18.62024,-34.05863
G2N0535,18.69823,-33.69587
G2N0582,18.71882,-33.72022
G2N0583,18.80027,-33.47697
G2N0584,18.75223,-33.43762
G2N0585,18.7164,-33.4797
G2N0586,18.67617,-33.49216
G2N0587,18.64199,-33.35619
G2N0588,18.62808,-33.62484
G2N0591,18.6191,-33.70573
G2N0592,18.55574,-33.78158
G2N0593,18.6416,-33.52832
G2N0594,18.24638889,-33.41083333
G2N0595,18.24611111,-33.41055556
G2N0596,18.27527778,-33.43111111
G2N0597,18.27527778,-33.43111111
G2N0598,18.27527778,-33.43111111
G2N0599,18.30944444,-33.45333333
G2N0600,18.30944444,-33.45333333
G2N0601,18.30944444,-33.45333333
G2N0602,18.31593,-33.47036
G2N0603,18.64394,-33.90179
G2N0604,18.64386,-33.90177
G2N0605,18.61607,-34.02236
G2N0606,18.61886,-34.02238
G2N0608,18.61754,-34.02022
G2N0610,18.59581,-34.07697
G2N0611,18.58277778,-34.05277778
G2N0612,18.57068,-34.01902
G2N0614,18.54654,-34.08362
G2N0615,18.62218,-33.93319
G2N0616,18.62191,-33.93293
G2N0617,18.6225,-33.93305556
G2N0618,18.62184,-33.93312
G2N0619,18.62162,-33.9331
G2N0620,18.62157,-33.9337
G2N0621,18.64409,-33.90251
G2N0622,18.61567,-33.65851
G2N0623,18.60226,-33.52931
G2N0624,18.58754,-33.66579
G2N0625,18.71306,-33.71556
G2N0627,18.60194,-33.52943
G2N0629,18.54188,33.83827
G2N0630,18.70946,-33.77349
G2N0631,18.25916667,-33.41055556
G2N0632,18.25944444,-33.41055556
G2N0633,18.37944444,-33.57527778
G2N0634,18.37666667,-33.57333333
G2N0635,18.41256,-33.60173
G2N0636,18.55619,-33.78196
G2N0637,18.66518,-33.85839
G2N0638,18.4929,-33.64122
G2N0639,18.65213,-33.63371
G2N0640,18.67774,-33.65091
G2N0642,18.9005,-33.69265
G2N0643,18.6698,-33.62857
G2N0644,18.69931,-33.66565
G2N0645,18.81277,-33.50636
G2N0646,18.485,-33.81805556
G2N0647,18.46268,-33.80207
G2N0648,18.62183,-34.02434
G2N0649,18.56788,-34.03966
G2N0650,18.54913,-33.77855
G2N0651,18.61331,-34.02352
G2N0652,18.56311,-34.04875
G2N0653,18.56313,-34.04875
G2N0654,18.61778,-34.02263
G2N0656,18.62284,-33.75369
G2N0657,18.80794,-33.548
G2N0658,18.56942,-34.04382
G2N0659,18.56788,-34.03962
G2N0660,18.67355,-33.63657
G2N0661,18.3845,-33.56557
G2N0662,18.38632,-33.5683
G2N0663,18.38818,-33.57066
G2N0664,18.38822,-33.57072
G2N0665,18.39021,-33.57329
G2N0666,18.39243,-33.57615
G2N0667,18.39253,-33.57621
G2N0668,18.37475,-33.57332
G2N0669,18.24287,-33.36912
G2N0670,18.92761,-33.96094
G2N0671,18.86339,-33.80737
G2N0672,18.84286,-33.83622
G2N0673,18.81182,-33.9894
G2N0674,18.80492,-33.99185
G2N0675,18.84229,-33.84258
G2N0676,18.28465,-33.40783
G2N0677,18.32632,-33.45
G2N0678,18.35067,-33.46176
G2N0679,18.23191,-33.36427
G2N0680,18.28442,-33.40726
G2N0681,18.25911,-33.40505
G2N0683,18.56959,-34.04612
G2N0684,18.87903,-33.93032
G2N0685,18.880904,-33.97329
G2N0686,18.87699,-33.96495
G2N0687,18.87298,-33.96419
G2N0689,18.81712,-33.99306
G2N0690,18.92327,-33.96561
G2N0691,18.44135,-33.62716
G3N0002,18.37833333,-32.21222222
G3N0015,18.23638889,-31.75555556
G3N0017,18.235,-31.75361111
G3N0018,18.5226,-32.0773
G3N0511,18.52611111,-32.11777778
G3N0513,18.54472222,-32.07972222
G3N0517,18.51979,-32.09193
G3N0521,18.51666667,-32.09638889
G3N0524,18.5375,-32.31333333
G3N0525,18.5375,-32.31333333
G3N0526,18.44361111,-32.23888889
G3N0527,18.44194444,-32.2425
G3N0528,18.44206,-32.2448
G3N0529,18.417,-32.2344
G3N0530,18.43055556,-32.25444444
G3N0531,18.48861111,-32.27611111
G3N0532,18.55997,-32.34284
G3N0533,18.44206,-32.2448
G3N0535,18.25211,-31.75516
G3N0536,18.37815,-32.21281
G3N0537,18.36118,-32.31278
G3N0541,18.3625,-32.29977
G3N0544,18.37777778,-32.21222222
G3N0545,18.50027778,-32.72611111
G3N0546,18.51277778,-32.79555556
G3N0550,18.42833333,-32.21277778
G3N0551,18.47374,-32.40248
G3N0553,18.53138889,-32.47277778
G3N0555,18.37055556,-32.31194444
G3N0557,18.46388889,-32.37722222
G3N0558,18.49115,-32.21773
G3N0561,18.37833333,-32.21194444
G3N0562,18.37777778,-32.21472222
G3N0564,18.3775,-32.21166667
G3N0565,18.42072,-32.30536
G3N0566,18.41887,-32.0896
G3N0567,18.32666667,-32.20333333
G3N0568,18.3275,-32.20333333
G3N0569,18.37083333,-32.2125
G3N0570,18.39444444,-32.21194444
G3N0571,18.395,-32.21388889
G3N0572,18.39861111,-32.20361111
G3N0573,18.47333333,-32.22722222
G3N0574,18.63166667,-32.26361111
G3N0575,18.63694444,-32.2675
G3N0576,18.65527778,-32.3225
G3N0577,18.63694444,-32.31388889
G3N0578,18.52055556,-32.23944444
G3N0579,18.44305556,-32.2225
G3N0580,18.49625,-32.16992
G3N0581,18.49632,-32.16994
G3N0582,18.48993,-32.18759
G3N0583,18.48368,-32.20959
G3N0584,18.48375,-32.20985
G3N0585,18.54295,-32.21039
G3N0586,18.64722222,-32.14055556
G3N0587,18.58668,-32.30593
G3N0588,18.52277778,-32.33166667
G3N0589,18.39583333,-32.18861111
G3N0590,18.47289,-32.22889
G3N0591,18.42111111,-32.27027778
G3N0592,18.37361111,-32.08277778
G3N0593,18.43694444,-32.11777778
G3N0594,18.5303,-32.13737
G3N0595,18.62676,-32.22388
G3N0596,18.65861111,-32.22416667
G3N0597,18.63527778,-32.24194444
G3N0598,18.56333333,-32.30111111
G3N0599,18.56333333,-32.30138889
G3N0600,18.66944444,-32.21694444
G3N0601,18.69222222,-32.19583333
G3N0602,18.61466,-32.0388
G3N0603,18.42791,-32.02209
G3N0604,18.38868,-32.09551
G3N0605,18.34001,-32.44044
G3N0606,18.52928,-32.22629
G3N0607,18.44136,-32.16221
G3N0608,18.39726,-32.19957
G3N0609,18.59922,-32.16809
G3N0613,18.53027778,-32.14388889
G3N0614,18.62011,-32.30707
G3N0616,18.4911,-32.21791
G3N0617,18.57489,-32.30547
G3N0619,18.37194444,-32.08305556
G3N0620,18.72681,-32.53357
G3N0621,18.48972222,-31.9875
G3N0622,18.43044,-31.84899
G3N0623,18.37194444,-32.21444444
G3N0624,18.36055556,-32.08305556
G3N0626,18.43444444,-32.11944444
G3N0627,18.405,-32.09805556
G3N0630,18.32722222,-32.20416667
G3N0631,18.3675,-32.20888889
G3N0632,18.32805556,-32.20361111
G3N0633,18.34,-32.18666667
G3N0634,18.46861111,-32.01972222
G3N0635,18.46861111,-32.01972222
G3N0637,18.38289,-32.2155
G3N0638,18.32305556,-32.1675
G3N0639,18.49822,-32.41938
G3N0640,18.37388889,-32.31166667
G3N0641,18.41367,-32.32157
G3N0644,18.36527778,-32.35583333
G3N0646,18.37137,-32.34015
G3N0647,18.48934,-32.36317
G3N0648,18.33722222,-32.36111111
G3N0649,18.63805556,-32.16972222
G3N0650,18.61666667,-32.14944444
G3N0651,18.37048,-32.06794
G3N0652,18.59569,-32.11261
G3N0653,18.50635,-32.15248
G3N0654,18.59922,-32.16809
G3N0655,18.72055556,-32.22638889
G3N0656,18.59138889,-32.0625
G3N0657,18.68472222,-32.20361111
G3N0658,18.63638889,-32.24777778
G3N0659,18.63944444,-32.24694444
G3N0660,18.69194444,-32.16388889
G3N0661,18.69174,-32.16376
G3N0663,18.71388889,-32.37055556
G3N0664,18.52767,-32.47172
G3N0666,18.55863,-32.45327
G3N0667,18.53618,-32.25388
G3N0669,18.71333333,-32.36694444
G3N0670,18.61114,-32.28978
G3N0671,18.56888889,-32.29583333
G3N0672,18.51055556,-32.25083333
G3N0673,18.50333333,-32.25861111
G3N0674,18.50527,-32.28678
G3N0675,18.5052,-32.28682
G3N0677,18.50604,-32.28636
G3N0678,18.6375,-32.26888889
G3N0679,18.61852,-32.30102
G3N0680,18.8177,-32.39028
G3N0681,18.75745,-32.34373
G3N0682,18.34333333,-32.54944444
G3N0683,18.36638889,-32.54916667
G3N0684,18.4091,-32.65065
G3N0685,18.72509,-32.5347
G3N0686,18.72364,-32.52161
G3N0687,18.55666667,-32.51805556
G3N0689,18.6775,-32.55694444
G3N0690,18.67111111,-32.55777778
G3N0692,18.51972222,-32.09166667
G3N0694,18.52369,-32.08723
G3N0695,18.52507,-32.10762
G3N0696,18.35937,-32.29524
G3N0697,18.37638,-32.21586
G3N0698,18.40049,-32.22029
G3N0699,18.41169,-32.31047
G3N0700,18.36635,-32.30035
G3N0703,18.4404,-32.3656
G3N0706,18.41441,-32.31594
G3N0707,18.41621,-32.311
G3N0708,18.30433,-32.61469
G3N0709,18.45607,-32.35638
G3N0710,18.46026,-32.33603
G4N0003,19.53178,-34.37922
G4N0004,19.46285,-34.46288
G4N0005,19.3915,-34.47241
G4N0006,19.40217,-34.43442
G4N0007,19.39789,-34.45013
G4N0008,19.38398,-34.4587
G4N0009,19.36034,-34.45444
G4N0010,19.06159,-34.07379
G4N0011,19.06416,-34.11997
G4N0012,19.08036,-34.12945
G4N0013,19.02607,-34.08706
G4N0014,19.02755,-34.08771
G4N0015,19.15444,-34.08358
G5N0009,19.30372,-33.23535
G5N0010,19.27299,-33.24359
G5N0012,20.78093,-34.41592
G5N0013,20.77495,-34.42595
H1N0011,19.31583333,-33.7125
H1N0013,19.25612,-33.68589
H1N0017,19.25678,-33.66229
H1N0018,19.39133,-33.67572
H1N0025,19.20737,-33.58034
H1N0026,19.20727,-33.58034
H1N0033,19.28818,-33.62244
H1N0034,19.28831,-33.62233
H1N0035,19.28827,-33.62225
H1N0037,19.22801,-33.61279
H1N0038,19.22861,-33.6119
H1N0045,19.27445,-33.71219
H1N0054,19.26607,-33.2668
H1N0055,19.42795,-33.66371
H1N0057,19.41495,-33.7301
H1N0058,19.24602,-33.71865
H1N0059,19.24636,-33.71802
H1N0060,19.24592,-33.71816
H1N0061,19.24688,-33.71757
H1N0062,19.27299,-33.24359
H1N0063,19.34598,-33.39086
H1N0064,19.35765,-33.39486
H1N0065,19.3538,-33.37869
H2N0500,19.72137,-33.4174
H2N0507,19.70495,-33.44645
H2N0509,19.66153,-33.47195
H2N0514,19.64265,-33.46617
H2N0517,19.6998,-33.67117
H2N0518,19.7114,-33.66187
H2N0519,19.69981,-33.67231
H2N0520,19.68777778,-33.67333333
H2N0521,19.45995,-33.63927
H2N0540,19.59492,-33.48967
H2N0541,19.5949,-33.4893
H2N0542,19.68549,-33.46111
H4N0001,19.75779,-33.63816
H4N0002,19.79812,-33.62461
H4N0003,19.82991,-33.63043
H4N0009,19.86871,-33.6296
H4N0010,19.87256,-33.62834
H4N0011,19.87889,-33.63132
H4N0012,19.84987,-33.62961
H4N0015,19.86751,-33.63505
H4N0016,19.86815,-33.63417
H4N0023,19.75774,-33.63493
H4N0024,19.75664,-33.637
H4N0025,19.75626,-33.63396
H4N0027,19.82305,-33.6781
H4N0028,19.7608,-33.6304
H4N0029,19.75003,-33.63726
H4N0031,19.83012,-33.6181
H4N0032,19.76165,-33.63052
H4N0033,19.80047,-33.66499
H4N0034,19.81309,-33.67925
H4N0035,19.83996,-33.6263
H4N0036,19.87758,-33.63193
H4N0037,19.83882,-33.60517
H4N0038,19.79347,-33.59147
H4N0039,19.80948,-33.59591
H4N0040,19.85161,-33.6116
H4N0041,19.83297,-33.61285
H4N0042,19.819,-33.61075
H4N0043,19.87681,-33.63296
H4N0044,19.80827,-33.59622
H4N0045,19.79932,-33.59403
H4N0046,19.82962,-33.69138
H4N0048,19.88436,-33.62987
H4N0049,19.800089,-33.66432
H4N0050,19.72942,-33.60367
H4N0051,19.72937,-33.36046
H4N0053,19.84007,-33.65919
H4N0054,19.80252,-33.66721
H4N0056,19.80652,-33.66476
H4N0057,19.80658,-33.6627
H4N0058,19.78972,-33.64582
H4N0060,19.79281,-33.65696
H4N0063,19.74231,-33.62947
H4N0066,19.74907,-33.62593
H4N0067,19.74313,-33.62593
H4N0068,19.85673,-33.69299
H4N0069,19.84259,-33.67675
H4N0070,19.82183,-33.63057
H4N0076,19.84729,-33.68464
H4N0078,19.80587,-33.65581
H4N0079,19.86816,-33.63265
H6N0001,19.07627,-34.06622
H6N0002,19.0772,-34.06657
H6N0003,19.12269,-33.99143
H6N0004,19.12256,-33.99122
H6N0005,19.15742,-33.90571
H6N0006,19.1734,-33.95259
H6N0007,19.17407,-33.95762
H6N0008,19.17408,-33.95761
H6N0009,19.141411,-33.973303
H6N0010,19.125144,-33.984818
H6N0011,19.12914,-33.9836
H7N0001,20.72456,-34.39464
H7N0002,20.72647,-34.39495
H7N0003,20.62836,-34.36726
H7N0004,20.68264,-34.38852
H7N0005,20.67222222,-34.39805556
H7N0006,20.59146,-34.40295
H9N0001,21.63326,-34.23389
H9N0002,21.63355,-34.23369
H9N0003,21.58605,-34.21589
J1N0517,19.93774,-33.32723
J1N0518,19.93552,-33.2879
J1N0519,19.99305556,-33.27888889
J1N0520,21.44107,-33.50713
J1N0522,21.25417,-33.48405
J1N0523,21.26492,-33.4682
J1N0524,21.27108,-33.46555
J2N0001,22.56777778,-32.27333333
J2N0013,22.53333333,-32.36666667
J2N0019,22.58305556,-32.35055556
J2N0032,22.53334,-32.38651
J2N0041,22.53305556,-32.36666667
J2N0042,22.56722222,-32.26833333
J2N0043,22.55,-32.28333333
J2N0052,22.7847,-32.16413
J2N0063,22.70277778,-32.21888889
J2N0064,22.72583333,-32.25888889
J2N0066,22.69027778,-32.26083333
J2N0090,22.5125,-32.27083333
J2N0108,22.61666667,-32.28305556
J2N0109,22.78489,-32.25615
J2N0110,22.55194444,-32.32833333
J2N0111,22.8169,-32.21571
J2N0112,22.64243,-32.2932
J2N0113,22.56666667,-32.23333333
J2N0114,22.73259,-32.25011
J2N0539,21.63805556,-33.56694444
J2N0540,21.65028,-33.56389
J2N0541,21.65722,-33.54889
J2N0543,21.65527778,-33.56083333
J2N0544,21.64333333,-33.56666667
J2N0549,22.70183,-32.21761
J2N0550,22.698,-32.21719
J2N0551,22.69807,-32.21736
J2N0552,21.48757,-32.70778
J2N0553,21.50237,-32.6666
J2N0554,21.24108,-32.54662
J2N0555,21.28606,-32.58976
J2N0556,21.26772,-32.60808
J2N0557,21.30352,-32.59438
J2N0558,21.3022,-32.56947
J2N0559,21.1851,-32.56932
J2N0560,21.18393,-32.63914
J2N0561,21.18193,-32.63841
J2N0562,21.19601,-32.62943
J2N0563,21.33104,-32.61084
J2N0564,21.35338,-32.60949
J2N0565,21.39206,-32.62852
J2N0566,21.43272,-32.63532
J2N0567,21.29586,-32.67664
J2N0568,21.33064,-32.66788
J2N0569,21.32636,-32.64392
J2N0570,21.30127,-32.62918
J2N0571,21.43579,-32.68814
J2N0572,21.98372,-32.67342
J2N0573,22.01192,-32.62212
J2N0574,21.97459,-32.77323
J2N0575,21.97318,-32.81565
J2N0576,21.96337,-32.84045
J2N0577,21.95952,-32.85874
J2N0578,22.03777778,-33.24722222
J2N0579,22.04328,-33.25708
J2N0580,22.04929,-33.26715
J2N0581,22.05222222,-33.28444444
J2N0582,22.0515,-33.28479
J2N0583,21.96956,-32.85526
J2N0584,21.97313,-32.87322
J2N0585,21.91472222,-32.71944444
J2N0586,21.96055,-32.73947
J2N0587,21.97052,-32.81194
J2N0588,21.9735,-32.84163
J2N0589,21.97222222,-32.67361111
J2N0590,22.01166,-32.68248
J2N0591,22.03074,-32.58883
J2N0592,22.04742,-32.63665
J2N0593,21.97948,-32.77392
J2N0594,21.97434,-32.77931
J2N0595,21.99444444,-32.77638889
J2N0596,22.63428,-32.281
J2N0597,22.55878,-32.30665
J2N0600,22.28555556,-33.73666667
J2N0601,21.3019,-32.62931
J2N0618,22.56169,-32.3478
J2N0619,22.03879,-33.24944
J2N0620,22.05225,-33.28573
J2N0621,22.04227,-33.25423
J2N0622,22.64204,-32.38507
J2N0623,22.67426,-32.3875
J3N0002,22.45388889,-33.57388889
J3N0003,22.45416667,-33.57416667
J3N0004,22.45277778,-33.57277778
J3N0005,22.42083333,-33.56972222
J3N0006,22.45583333,-33.58138889
J3N0007,22.45666667,-33.58111111
J3N0008,22.45583333,-33.58138889
J3N0009,22.48444444,-33.56527778
J3N0010,22.53833333,-33.56666667
J3N0011,22.54638889,-33.61166667
J3N0012,22.5506,-33.61484
J3N0013,22.55416667,-33.6175
J3N0014,22.55833333,-33.61944444
J3N0015,21.64333333,-33.56583333
J3N0016,21.63166667,-33.56888889
J3N0020,22.53166667,-33.57944444
J3N0021,22.535,-33.57805556
J3N0022,22.535,-33.57833333
J3N0023,22.51916667,-33.57805556
J3N0033,22.55305556,-33.56666667
J3N0039,22.45305556,-33.58194444
J3N0040,22.53699,-33.6029
J3N0042,22.5325,-33.60277778
J3N0043,22.53055556,-33.60166667
J3N0044,22.56416667,-33.68055556
J3N0045,22.46138889,-33.58388889
J3N0046,22.52916667,-33.59944444
J3N0047,22.59055556,-33.56777778
J3N0048,22.51533,-33.62732
J3N0049,22.53977,-33.60734
J3N0053,22.5771,-33.65373
J3N0054,22.54238,-33.6106
J3N0055,22.28165,-33.73111
J3N0056,22.52968,-33.58708
J3N0057,22.30931,-33.40531
J3N0058,22.30948,-33.40513
J3N0059,22.30703,-33.40769
J3N0061,22.17756,-33.7222
J3N0062,22.53038,-33.44802
J3N0063,22.52477,-33.44775
J3N0064,22.66786,-33.68271
J3N0065,22.65024,-33.68344
J3N0066,22.67367,-33.69102
J3N0067,22.54472,-33.64546
J3N0068,22.55014,-33.64663
J3N0069,22.88975,-33.5682
J3N0070,22.44361111,-33.54583333
J3N0071,23.17875,-33.68401
J3N0073,23.12347,-33.66357
J3N0075,23.1469,-33.39838
J3N0076,22.07172,-33.68409
J3N0077,22.19084,-33.57928
J3N0078,22.28194444,-33.73083333
J3N0079,22.27916667,-33.73194444
J3N0080,22.53638889,-33.605
J3N0084,22.57134,-33.6728
J3N0086,22.65053,-33.69762
J3N0088,22.58169,-33.67798
J3N0090,22.42039,-33.56982
J3N0091,22.3743,-33.8754
J3N0098,22.32922,-33.73177
J3N0099,22.36282,-33.81904
J3N0100,22.32925,-33.8812
J3N0101,22.46364,-33.8767
J3N0102,22.33208,-33.8746
J3N0103,22.43654,-33.8065
J3N0104,22.56171,-33.74109
J3N0105,22.27924,-33.73415
J3N0106,22.29738,-33.75225
J3N0107,22.33278,-33.80069
J3N0108,22.3351,-33.80562
J3N0109,22.55905,-33.73933
J3N0110,22.4365,-33.80635
J3N0111,22.26244,-33.46778
J3N0112,22.26273,-33.46767
J3N0115,22.17774,-33.77424
J3N0116,22.27872,-33.73434
J3N0117,22.51443,-33.62909
J3N0118,22.51543,-33.62823
J3N0121,22.17904,-33.85597
J3N0122,22.17749,-33.85656
J3N0123,22.52916667,-33.58666667
J3N0124,22.52916667,-33.58666667
J3N0125,22.4353,-33.80377
J3N0126,22.0361,-33.81684
J3N0127,23.12074,-33.34844
J3N0128,23.52608,-33.47964
J3N0129,23.50888,-33.51216
J3N0130,22.32844,-33.86557
J4N0005,21.70833,-34.20488
J4N0006,21.70519,-34.19661
J4N0007,21.7051,-34.19661
J4N0008,21.63431,-34.20995
J4N0009,21.63439,-34.20992
J4N0010,21.69359,-34.22241
J4N0011,21.60217,-34.23952
J4N0012,21.56591,-34.21792
K1N0001,22.14939,-33.94566
K3N0001,22.49072,-33.93671
K4N0001,22.93757,-33.93037
K6N0001,23.29589,-34.04566
K6N0002,23.35956,-34.0543
K9N0006,24.90911111,-34.0165
K9N0011,24.54186111,-34.01913889
K9N0017,24.90122222,-34.02569444
K9N0018,24.89566667,-34.03094444
K9N0019,24.86858333,-34.02675
K9N0020,24.85925,-34.01555556
K9N0021,24.84208333,-34.02519444
K9N0024,24.78475,-34.03163889
K9N0025,24.81547222,-34.17730556
K9N0028,24.7345,-33.99155556
K9N0029,24.30191667,-33.95777778
K9N0030,24.30175,-33.95808333
K9N0032,24.30275,-33.95808333
K9N0034,24.90918,-34.01741
K9N0035,24.90808,-34.01783
K9N0036,24.291944,-33.955
L1N0111,22.75055556,-32.24916667
L1N0113,22.76485,-32.19827
L1N0114,22.77888889,-32.19055556
L1N0115,22.7875,-32.18583333
L1N0116,22.81305556,-32.18861111
L1N0118,22.84,-32.21166667
L1N0119,22.81388889,-32.21416667
L1N0120,22.80416667,-32.20416667
L1N0123,22.79138889,-32.21388889
L1N0124,22.76694444,-32.22222222
L1N0131,22.77488,-32.25455
L1N0133,22.78029,-32.2784
L1N0137,22.82222222,-32.21055556
L1N0138,22.85666667,-32.21916667
L1N0139,22.82694444,-32.22777778
L1N0141,22.79138889,-32.22583333
L1N0146,22.75417,-32.10957
L1N0147,22.74805556,-32.105
L1N0148,22.78386,-32.16295
L1N0149,22.78246,-32.16414
L1N0150,22.72535,-32.16471
L1N0151,22.8625,-32.21895
L1N0152,22.63811,-32.09707
L1N0153,22.87174,-32.67464
L1N0154,22.81805556,-32.21583333
L1N0164,22.74666667,-32.10888889
L1N0168,23.14768,-32.90517
L3N0001,23.49294,-33.07726
L4N0001,23.92842,-33.08492
L4N0002,23.83105,-33.17712
L6N0005,24.34521,-33.01324
L6N0006,24.33153,-32.9614
L6N0007,24.34249,-33.02139
L6NP0001,24.34249,-33.02139
L7N0011,24.3278,-33.26146
L7N0012,24.48438,-33.53292
L7N0013,24.47427,-33.53255
L7N0014,24.35296,-33.26105
L8N0001,23.86574,-33.83121
L8N0002,23.865146,-33.830865
L8N0003,23.871663,-33.826447
L8N0004,23.86567,-33.830086
L8N0005,23.866211,-33.830195
L8N0006,23.505833,-33.760556
L8N0007,23.7206,-33.81208
L8N0009,23.735771,-33.830588
L8N0010,23.629167,-33.793056
M1N0003,25.33086111,-33.78961111
M1N0004,25.32944444,-33.80113889
M1N0034,25.30125,-33.74361111
M1N0036,25.331361,-33.777611
M1N0038,25.34147222,-33.80227778
M3N0001,25.27302778,-33.64422222
M3N0002,25.45363889,-33.64716667
M3N0003,25.45094444,-33.64305556
M3N0004,25.38683333,-33.59675
M3N0005,25.50897222,-33.72380556
M3N0006,25.55813889,-33.73555556
M3N0007,25.58,-33.73786111
N1N0005,24.54694444,-32.19833333
N1N0021,24.54083333,-32.20238889
N1N0022,24.54477778,-32.18527778
N1N0025,24.42561111,-32.29163889
N1N0091,24.40094444,-32.3045
N1N0092,24.41213889,-32.30825
N1N0503,24.41244444,-32.30875
N1N0504,24.24433,-32.18307
N1N0505,24.40473611,-32.30619444
N1N0506,24.41944444,-32.31083333
N1N0507,24.41286111,-32.31344444
N1N0510,24.06006,-32.47461
N1N0511,24.07112,-32.48908
N1N0512,24.0499,-32.49445
N1N0513,24.06225,-32.48322
N1N0514,24.55983,-31.86565
N1N0515,24.05846,-32.4716
N1NP0001,24.55983,-31.86565
N1NP0002,24.05846,-32.4716
N2N0502,24.70008,-32.93407
N2N0503,24.65493,-32.9149
N2N0504,25.00177,-33.07542
N2N0505,24.6567,-32.9022
N2NP0001,24.6567,-32.9022
N3N0001,25.13486,-32.57324
N3N0002,25.13931,-32.5667
N3NP0001,25.13931,-32.5667
P1N0502,26.36575,-33.50980556
P1N0504,25.79665,-33.20691
P1N0505,27.04663889,-33.53033333
P1NP0002,27.04663889,-33.53033333
P2N0001,26.65844444,-33.69341667
P2N0002,26.53659,-33.74848
P2N0003,26.5463,-33.7463
P2N0004,26.57142,-33.733
P2N0005,26.57485,-33.73525
P4N0003,26.89333333,-33.53097222
P4N0008,26.93288,-33.528
P4N0009,26.94093,-33.53229
P4N0010,26.94026,-33.53042
P4N0011,26.94248,-33.53106
P4N0012,26.94601,-33.53213
Q1N0042,25.00016667,-31.53372222
Q1N0050,25.02316667,-31.46236111
Q1N0060,25.81758333,-31.65511111
Q1N0503,25.02611111,-31.47722222
Q1N0507,24.98947222,-31.50611111
Q1N0508,24.97233333,-31.51402778
Q1N0511,24.986,-31.43121
Q1N0512,25.1095,-31.48742
Q1N0513,25.2932,-31.44015
Q1N0514,25.01686,-31.54246
Q1N0515,24.98436,-31.48293
Q1N0516,24.94391,-31.53711
Q1N0517,25.04747,-31.50411
Q1N0518,25.82594,-31.29054
Q1N0519,25.81578,-31.29329
Q4N0002,26.27427778,-32.00866667
Q4N0003,26.27733333,-31.95755556
Q4N0004,26.2755,-31.95883333
Q7N0009,25.8026,-32.75019
Q7NP0001,25.8026,-32.75019
Q8N0001,25.57475,-32.72274
Q8N0002,25.55711,-32.70695
